player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Joey Loperfido,263,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Hunter Brown,264,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Base,,False
Shohei Ohtani,265,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Washington Nationals,266,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Base,,False
Willy Adames,267,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Base,,False
Cam Devanney,268,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Base,,True
Marcelo Mayer,269,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Base,,False
Max Fried,270,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Base,,False
Reid Detmers,271,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Base,,False
José Berríos,272,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Mason Barnett,273,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Base,,True
Hunter Goodman,274,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Base,,False
Luisangel Acuña,275,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
Clay Holmes,276,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
Jeremiah Jackson,277,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Base,,True
Jose Altuve,278,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Base,,False
Dane Myers,279,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
Pedro Pagés,280,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Base,,False
Davis Martin,281,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Base,,False
Brady Singer,282,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Bubba Chandler,283,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Base,,True
José Ramírez,284,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Eury Pérez,285,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
Anthony Seigler,286,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Base,,True
Agustín Ramírez,287,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
Edward Cabrera,288,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
Edmundo Sosa,289,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Ronny Henriquez,290,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
New York Mets,291,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
San Diego Padres,292,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Base,,False
Kyle Stowers,293,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,False
Romy Gonzalez,294,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Base,,False
Philadelphia Phillies,295,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Hayden Birdsong,296,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Base,,False
Caleb Durbin,297,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Matt Strahm,298,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Lazaro Estrada,299,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Base,,True
Tarik Skubal,300,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Base,,False
Alejandro Kirk,301,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Aaron Judge,302,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Base,,False
Andrew Vaughn,303,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Athletics,304,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Base,,False
Shea Langeliers,305,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Base,,False
Spencer Schwellenbach,306,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Base,,False
Jeremy Peña,307,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Base,,False
Anthony Volpe,308,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Base,,False
Kyle Manzardo,309,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Michael Harris II,310,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Base,,False
Kevin Gausman,311,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Chase Burns,312,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Base,,True
Ryan Pepiot,313,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Corbin Carroll,314,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Ryan Jeffers,315,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Base,,False
Jhostynxon Garcia,316,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Base,,True
Troy Johnston,317,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Base,,True
Adolis García,318,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Base,,False
José Soriano,319,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Base,,False
Chicago Cubs,320,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Base,,False
Pierson Ohl,321,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Base,,True
Trea Turner,322,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Jake Fraley,323,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Base,,False
Lawrence Butler,324,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Base,,False
Cristopher Sánchez,325,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Jonathan Aranda,326,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Tarik Skubal,327,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Base,,False
Garrett Crochet,327,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Base,,False
Hunter Brown,327,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Base,,False
Junior Caminero,328,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Miguel Vargas,329,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Base,,False
Tristan Peters,330,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Base,,True
Bryce Miller,331,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Base,,False
Sean Manaea,332,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Base,,False
Kyle Karros,334,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Base,,True
Brandon Marsh,335,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Kumar Rocker,336,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Base,,False
Francisco Alvarez,337,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
TJ Friedl,338,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Dylan Beavers,339,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Base,,True
Blake Snell,340,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Giancarlo Stanton,341,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Base,,False
Chandler Simpson,342,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Ramón Urías,343,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Base,,False
Carlos Narváez,344,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Base,,False
Andrew Benintendi,345,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Base,,False
Tristin English,346,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Base,,True
Brett Baty,347,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Base,,False
Michael Busch,348,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Base,,False
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Base,,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Base,,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Vintage Stock Variation,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Vintage Stock Variation,True
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Vintage Stock Variation,True
Payton Tolle,15,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,True
Ryan Ritter,18,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Vintage Stock Variation,True
Vladimir Guerrero Jr.,20,2026 Topps Series 1 Baseball,2026,Baseball,Toronto Blue Jays,Insert,Vintage Stock Variation,False
Clayton Kershaw,22,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Vintage Stock Variation,False
Nathan Church,24,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Vintage Stock Variation,True
Carson Williams,25,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Vintage Stock Variation,True
Shinnosuke Ogasawara,32,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Vintage Stock Variation,True
C.J. Kayfus,35,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Vintage Stock Variation,True
Jakob Marsee,37,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Vintage Stock Variation,True
Matt Olson,39,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Vintage Stock Variation,False
Sonny Gray,40,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Vintage Stock Variation,False
Mookie Betts,41,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Vintage Stock Variation,False
Gunnar Henderson,46,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Vintage Stock Variation,False
Grant Taylor,49,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Vintage Stock Variation,True
Ronald Acuña Jr.,50,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Vintage Stock Variation,False
Garrett Crochet,53,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,False
Warming Bernabel,55,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Vintage Stock Variation,True
Parker Messick,67,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Vintage Stock Variation,True
Bob Seymour,70,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Vintage Stock Variation,True
Jimmy Crooks,73,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Vintage Stock Variation,True
Alex Freeland,74,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Vintage Stock Variation,True
Yoshinobu Yamamoto,90,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Vintage Stock Variation,False
Jackson Holliday,92,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Vintage Stock Variation,False
Corey Seager,96,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Vintage Stock Variation,False
Nick Kurtz,97,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,False
Jacob deGrom,99,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Vintage Stock Variation,False
Paul Skenes,100,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Vintage Stock Variation,False
Ceddanne Rafaela,101,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,False
Samuel Basallo,104,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Vintage Stock Variation,True
Cam Schlittler,111,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Vintage Stock Variation,True
Royce Lewis,115,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Vintage Stock Variation,False
Yanquiel Fernández,116,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Vintage Stock Variation,True
Francisco Lindor,123,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Vintage Stock Variation,False
Cole Young,129,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Vintage Stock Variation,True
Andrew McCutchen,131,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Vintage Stock Variation,False
Brice Matthews,132,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Vintage Stock Variation,True
Alex Bregman,135,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,False
Jac Caglianone,138,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Vintage Stock Variation,True
Cal Raleigh,140,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Vintage Stock Variation,False
Julio Rodríguez,146,2026 Topps Series 1 Baseball,2026,Baseball,Seattle Mariners,Insert,Vintage Stock Variation,False
Christian Moore,147,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Vintage Stock Variation,True
Jacob Melton,148,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Vintage Stock Variation,True
Elly De La Cruz,150,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Vintage Stock Variation,False
Christian Yelich,154,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Vintage Stock Variation,False
Drew Gilbert,155,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Vintage Stock Variation,True
Colson Montgomery,157,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Vintage Stock Variation,True
Ian Seymour,165,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Vintage Stock Variation,True
Brady House,170,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Vintage Stock Variation,True
Maximo Acosta,172,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Vintage Stock Variation,True
Shota Imanaga,178,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Vintage Stock Variation,False
Carson Whisenhunt,184,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Vintage Stock Variation,True
Otto Kemp,187,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Vintage Stock Variation,True
Roman Anthony,189,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,True
Nolan Arenado,193,2026 Topps Series 1 Baseball,2026,Baseball,St. Louis Cardinals,Insert,Vintage Stock Variation,False
Pete Crow-Armstrong,196,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Vintage Stock Variation,False
Shohei Ohtani,200,2026 Topps Series 1 Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Vintage Stock Variation,False
Kyle Teel,201,2026 Topps Series 1 Baseball,2026,Baseball,Chicago White Sox,Insert,Vintage Stock Variation,True
Bobby Witt Jr.,205,2026 Topps Series 1 Baseball,2026,Baseball,Kansas City Royals,Insert,Vintage Stock Variation,False
Jack Perkins,206,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,True
Riley Greene,209,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Vintage Stock Variation,False
Troy Melton,212,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Vintage Stock Variation,True
Colby Thomas,213,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,True
Nolan McLean,214,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Vintage Stock Variation,True
Rafael Devers,219,2026 Topps Series 1 Baseball,2026,Baseball,San Francisco Giants,Insert,Vintage Stock Variation,False
Cody Freeman,224,2026 Topps Series 1 Baseball,2026,Baseball,Texas Rangers,Insert,Vintage Stock Variation,True
Jackson Merrill,229,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Vintage Stock Variation,False
Zach Neto,230,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Vintage Stock Variation,False
Owen Caissie,233,2026 Topps Series 1 Baseball,2026,Baseball,Chicago Cubs,Insert,Vintage Stock Variation,True
Austin Riley,238,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Vintage Stock Variation,False
Jacob Wilson,240,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,False
Didier Fuentes,243,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Vintage Stock Variation,True
Carlos Cortes,249,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,True
Bryce Harper,250,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Vintage Stock Variation,False
Byron Buxton,255,2026 Topps Series 1 Baseball,2026,Baseball,Minnesota Twins,Insert,Vintage Stock Variation,False
Luis Morales,259,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,True
Mason Barnett,273,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,True
Jeremiah Jackson,277,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Vintage Stock Variation,True
Jose Altuve,278,2026 Topps Series 1 Baseball,2026,Baseball,Houston Astros,Insert,Vintage Stock Variation,False
Bubba Chandler,283,2026 Topps Series 1 Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Vintage Stock Variation,True
José Ramírez,284,2026 Topps Series 1 Baseball,2026,Baseball,Cleveland Guardians,Insert,Vintage Stock Variation,False
Anthony Seigler,286,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Vintage Stock Variation,True
Kyle Stowers,293,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Vintage Stock Variation,False
Tarik Skubal,300,2026 Topps Series 1 Baseball,2026,Baseball,Detroit Tigers,Insert,Vintage Stock Variation,False
Anthony Volpe,308,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Vintage Stock Variation,False
Michael Harris II,310,2026 Topps Series 1 Baseball,2026,Baseball,Atlanta Braves,Insert,Vintage Stock Variation,False
Chase Burns,312,2026 Topps Series 1 Baseball,2026,Baseball,Cincinnati Reds,Insert,Vintage Stock Variation,True
Corbin Carroll,314,2026 Topps Series 1 Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Vintage Stock Variation,False
Jhostynxon Garcia,316,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Vintage Stock Variation,True
Troy Johnston,317,2026 Topps Series 1 Baseball,2026,Baseball,Miami Marlins,Insert,Vintage Stock Variation,True
Trea Turner,322,2026 Topps Series 1 Baseball,2026,Baseball,Philadelphia Phillies,Insert,Vintage Stock Variation,False
Lawrence Butler,324,2026 Topps Series 1 Baseball,2026,Baseball,Athletics,Insert,Vintage Stock Variation,False
Junior Caminero,328,2026 Topps Series 1 Baseball,2026,Baseball,Tampa Bay Rays,Insert,Vintage Stock Variation,False
Fernando Tatis Jr.,333,2026 Topps Series 1 Baseball,2026,Baseball,San Diego Padres,Insert,Vintage Stock Variation,False
Kyle Karros,334,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Vintage Stock Variation,True
Dylan Beavers,339,2026 Topps Series 1 Baseball,2026,Baseball,Baltimore Orioles,Insert,Vintage Stock Variation,True
James Wood,349,2026 Topps Series 1 Baseball,2026,Baseball,Washington Nationals,Insert,Vintage Stock Variation,False
Mike Trout,350,2026 Topps Series 1 Baseball,2026,Baseball,Angels,Insert,Vintage Stock Variation,False
Aaron Judge,1,2026 Topps Series 1 Baseball,2026,Baseball,New York Yankees,Insert,Clear Variation,False
Jonah Tong,4,2026 Topps Series 1 Baseball,2026,Baseball,New York Mets,Insert,Clear Variation,True
Jacob Misiorowski,10,2026 Topps Series 1 Baseball,2026,Baseball,Milwaukee Brewers,Insert,Clear Variation,True
Payton Tolle,15,2026 Topps Series 1 Baseball,2026,Baseball,Boston Red Sox,Insert,Clear Variation,True
Ryan Ritter,18,2026 Topps Series 1 Baseball,2026,Baseball,Colorado Rockies,Insert,Clear Variation,True
