player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Chase Dollander,91,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Black and White Image Variation,False
Jacob DeGrom,98,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Black and White Image Variation,False
Noelvi Marte,100,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Black and White Image Variation,False
Brent Rooker,103,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Black and White Image Variation,False
Jhostynxon Garcia,112,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Black and White Image Variation,True
Daylen Lile,124,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Black and White Image Variation,False
Kyle Manzardo,133,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Black and White Image Variation,False
Steven Kwan,139,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Black and White Image Variation,False
Carlos Correa,154,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Black and White Image Variation,False
Hunter Brown,170,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Black and White Image Variation,False
Jordan Lawlar,172,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,Black and White Image Variation,False
Bryan Reynolds,173,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Black and White Image Variation,False
Robert Suarez,174,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Black and White Image Variation,False
Emmet Sheehan,178,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Black and White Image Variation,False
Adley Rutschman,180,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Black and White Image Variation,False
Matt Olson,194,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Black and White Image Variation,False
Jazz Chisholm Jr.,196,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Black and White Image Variation,False
Shane Bieber,210,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Black and White Image Variation,False
Seiya Suzuki,241,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Black and White Image Variation,False
Taylor Ward,258,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Black and White Image Variation,False
Josh Smith,301,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Black and White Image Variation,False
Bryce Eldridge,310,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Black and White Image Variation,True
Carlos Estévez,314,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Black and White Image Variation,False
Victor Scott II,318,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Black and White Image Variation,False
Salvador Perez,320,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Black and White Image Variation,False
Heriberto Hernández,323,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Black and White Image Variation,True
Brice Turang,325,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Black and White Image Variation,False
Lenyn Sosa,339,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Black and White Image Variation,False
Aroldis Chapman,359,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Black and White Image Variation,False
Brandon Lowe,369,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Black and White Image Variation,False
Aaron Judge,RA-AJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Ready and Action,False
Bubba Chandler,RA-BC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Ready and Action,True
Bryce Harper,RA-BH,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Ready and Action,False
Bobby Witt Jr.,RA-BW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Ready and Action,False
Carl Yastrzemski,RA-CY,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Ready and Action,False
Dave Parker,RA-DP,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Ready and Action,False
Elly De La Cruz,RA-ED,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Ready and Action,False
Francisco Lindor,RA-FL,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Ready and Action,False
George Brett,RA-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Ready and Action,False
George Foster,RA-GF,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Ready and Action,False
Gunnar Henderson,RA-GH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Ready and Action,False
Johnny Bench,RA-JB,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Ready and Action,False
Kyle Teel,RA-KT,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Ready and Action,True
Manny Machado,RA-MM,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Ready and Action,False
Mike Schmidt,RA-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Ready and Action,False
Mike Trout,RA-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Ready and Action,False
Nolan McLean,RA-NM,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Ready and Action,True
Nolan Ryan,RA-NR,2026 Topps Heritage Baseball,2026,Baseball,California Angels,Insert,Ready and Action,False
Owen Caissie,RA-OC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Ready and Action,True
Pete Crow-Armstrong,RA-PC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Ready and Action,False
Rod Carew,RA-RC,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Ready and Action,False
Reggie Jackson,RA-RJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Ready and Action,False
Samuel Basallo,RA-SB,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Ready and Action,True
Shohei Ohtani,RA-SO,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Ready and Action,False
Willie McCovey,RA-WM,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Ready and Action,False
Bo Bichette,TE-BB,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,The Enterprise,False
Byron Buxton,TE-BBU,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,The Enterprise,False
Brady House,TE-BH,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,The Enterprise,True
Chase Burns,TE-CB,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,The Enterprise,True
C.J. Kayfus,TE-CK,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,The Enterprise,True
Colson Montgomery,TE-CM,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,The Enterprise,True
Christian Moore,TE-CMO,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,The Enterprise,True
Eury Pérez,TE-EP,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,The Enterprise,False
Ezequiel Tovar,TE-ET,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,The Enterprise,False
Francisco Lindor,TE-FL,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,The Enterprise,False
Junior Caminero,TE-JC,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,The Enterprise,False
Jac Caglianone,TE-JCA,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,The Enterprise,True
Jazz Chisholm Jr.,TE-JCJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,The Enterprise,False
Jackson Holliday,TE-JH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,The Enterprise,False
Jackson Merrill,TE-JM,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,The Enterprise,False
Jacob Misiorowski,TE-JMI,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,The Enterprise,True
Julio Rodríguez,TE-JR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,The Enterprise,False
Jacob Wilson,TE-JW,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,The Enterprise,False
Ketel Marte,TE-KM,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Insert,The Enterprise,False
Mookie Betts,TE-MB,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,The Enterprise,False
Matt Chapman,TE-MC,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,The Enterprise,False
Masyn Winn,TE-MW,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,The Enterprise,False
Pete Crow-Armstrong,TE-PC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,The Enterprise,False
Paul Skenes,TE-PS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,The Enterprise,False
Roman Anthony,TE-RA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,The Enterprise,True
Ronald Acuña Jr.,TE-RAJ,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,The Enterprise,False
Riley Greene,TE-RG,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,The Enterprise,False
Trea Turner,TE-TT,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,The Enterprise,False
Wyatt Langford,TE-WL,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,The Enterprise,False
Yordan Alvarez,TE-YA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,The Enterprise,False
Aaron Judge,RP-AJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Raw Power,False
Cal Raleigh,RP-CR,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Raw Power,False
Jac Caglianone,RP-JC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Raw Power,True
Junior Caminero,RP-JCA,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Raw Power,False
James Wood,RP-JW,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Raw Power,False
Kyle Schwarber,RP-KS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Raw Power,False
Nick Kurtz,RP-NK,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Raw Power,False
Pete Alonso,RP-PA,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Raw Power,False
Roman Anthony,RP-RA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Raw Power,True
Shohei Ohtani,RP-SO,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Raw Power,False
Andre Dawson,77RO-AD,2026 Topps Heritage Baseball,2026,Baseball,Montréal Expos,Auto,Real One Autograph,False
Dale Murphy,77RO-DM,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Auto,Real One Autograph,False
Fred Lynn,77RO-FL,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
George Brett,77RO-GB,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Autograph,False
George Foster,77RO-GF,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Johnny Bench,77RO-JB,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Jim Palmer,77RO-JP,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Auto,Real One Autograph,False
Jim Rice,77RO-JR,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
Mike Schmidt,77RO-MS,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,False
Rollie Fingers,77RO-RF,2026 Topps Heritage Baseball,2026,Baseball,Oakland Athletics,Auto,Real One Autograph,False
Reggie Jackson,77RO-RJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Steve Carlton,77RO-SC,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,False
Willie Randolph,77RO-WR,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Addison Barger,ROA-AB,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Real One Autograph,False
Alex Freeland,ROA-AF,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,True
Aaron Judge,ROA-AJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Andrew McCutchen,ROA-AMC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Real One Autograph,False
Agustín Ramírez,ROA-AR,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Auto,Real One Autograph,False
Anthony Volpe,ROA-AV,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Bert Blyleven,ROA-BB,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Auto,Real One Autograph,False
Byron Buxton,ROA-BBU,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Real One Autograph,False
Bubba Chandler,ROA-BC,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Real One Autograph,True
Brendan Donovan,ROA-BD,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Auto,Real One Autograph,False
Bryce Eldridge,ROA-BE,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Auto,Real One Autograph,True
Brice Matthews,ROA-BM,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Auto,Real One Autograph,True
Ben Rice,ROA-BR,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Brent Rooker,ROA-BRO,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Real One Autograph,False
Bryson Stott,ROA-BST,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,False
Brice Turang,ROA-BT,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Autograph,False
Chase Burns,ROA-CBU,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,True
Connelly Early,ROA-CE,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,True
Carlton Fisk,ROA-CF,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
Carter Jensen,ROA-CJ,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Autograph,True
C.J. Kayfus,ROA-CJK,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Auto,Real One Autograph,True
Chase Meidroth,ROA-CME,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,False
Christian Moore,ROA-CMO,2026 Topps Heritage Baseball,2026,Baseball,Angels,Auto,Real One Autograph,True
Colson Montgomery,ROA-CMON,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,True
Chandler Simpson,ROA-CS,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Auto,Real One Autograph,False
Cam Schlittler,ROA-CSC,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,True
Colby Thomas,ROA-CT,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Real One Autograph,True
Carson Williams,ROA-CW,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Auto,Real One Autograph,True
Carson Whisenhunt,ROA-CWH,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Auto,Real One Autograph,True
Drake Baldwin,ROA-DBA,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Auto,Real One Autograph,False
Didier Fuentes,ROA-DF,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Auto,Real One Autograph,True
Drew Gilbert,ROA-DG,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Auto,Real One Autograph,True
Dave Winfield,ROA-DW,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Real One Autograph,False
Edgar Quero,ROA-EQ,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,False
Fergie Jenkins,ROA-FJ,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
Fernando Tatis Jr.,ROA-FTJ,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Real One Autograph,False
Garrett Crochet,ROA-GC,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
Gunnar Henderson,ROA-GH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Auto,Real One Autograph,False
Grant Taylor,ROA-GT,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,True
George Valera,ROA-GV,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Auto,Real One Autograph,True
Harry Ford,ROA-HF,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Auto,Real One Autograph,True
Heriberto Hernández,ROA-HH,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Auto,Real One Autograph,True
Hyeseong Kim,ROA-HK,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Ian Seymour,ROA-IS,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Auto,Real One Autograph,True
Jose Altuve,ROA-JA,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Auto,Real One Autograph,False
Junior Caminero,ROA-JCA,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Auto,Real One Autograph,False
Jac Caglianone,ROA-JCAG,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Autograph,True
Jazz Chisholm Jr.,ROA-JCJ,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Jackson Holliday,ROA-JH,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Auto,Real One Autograph,False
Jhostynxon Garcia,ROA-JHG,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,True
Jim Kaat,ROA-JK,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,False
Jacob Misiorowski,ROA-JM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Autograph,True
Jakob Marsee,ROA-JMA,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Auto,Real One Autograph,True
Jacob Melton,ROA-JME,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Auto,Real One Autograph,True
Jack Perkins,ROA-JP,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Real One Autograph,True
Jonah Tong,ROA-JTO,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Auto,Real One Autograph,True
J.T. Realmuto,ROA-JTR,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,False
Jacob Wilson,ROA-JWI,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Real One Autograph,False
Kerry Carpenter,ROA-KC,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Auto,Real One Autograph,False
Kristian Campbell,ROA-KCA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,False
Ken Griffey,ROA-KGS,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Kyle Karros,ROA-KK,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Auto,Real One Autograph,True
Kyle Teel,ROA-KT,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,True
Lou Piniella,ROA-LP,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Maximo Acosta,ROA-MA,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Auto,Real One Autograph,True
Michael Harris II,ROA-MH,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Auto,Real One Autograph,False
Mason Miller,ROA-MM,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Auto,Real One Autograph,False
Matt Shaw,ROA-MSH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Auto,Real One Autograph,False
Mike Trout,ROA-MT,2026 Topps Heritage Baseball,2026,Baseball,Angels,Auto,Real One Autograph,False
Nico Hoerner,ROA-NH,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Auto,Real One Autograph,False
Nick Kurtz,ROA-NK,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Auto,Real One Autograph,False
Noelvi Marte,ROA-NM,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Nolan McLean,ROA-NMC,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Auto,Real One Autograph,True
Owen Caissie,ROA-OC,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Auto,Real One Autograph,True
Otto Kemp,ROA-OK,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Auto,Real One Autograph,True
Paul Skenes,ROA-PS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Real One Autograph,False
Payton Tolle,ROA-PT,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,True
Roman Anthony,ROA-RAN,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Autograph,True
Rod Carew,ROA-RC,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Real One Autograph,False
Rawly Eastwick,ROA-RE,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Ron Guidry,ROA-RG,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Auto,Real One Autograph,False
Rich Gossage,ROA-RGO,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Auto,Real One Autograph,False
Robert Hassell III,ROA-RH,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Auto,Real One Autograph,False
Royce Lewis,ROA-RL,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Real One Autograph,False
Ryan Ritter,ROA-RR,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Auto,Real One Autograph,True
Roki Sasaki,ROA-RS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Robin Yount,ROA-RY,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Autograph,False
Samuel Basallo,ROA-SBA,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Auto,Real One Autograph,True
Sal Frelick,ROA-SF,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Autograph,False
Steve Garvey,ROA-SG,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Steven Kwan,ROA-SK,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Auto,Real One Autograph,False
Shohei Ohtani,ROA-SO,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Sal Stewart,ROA-SST,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,True
Troy Johnston,ROA-TJ,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Auto,Real One Autograph,True
Tony Perez,ROA-TP,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Autograph,False
Vladimir Guerrero Jr.,ROA-VGJ,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Auto,Real One Autograph,False
Warming Bernabel,ROA-WB,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Auto,Real One Autograph,True
Will Smith,ROA-WS,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Yanquiel Fernández,ROA-YF,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Auto,Real One Autograph,True
Yoshinobu Yamamoto,ROA-YY,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Auto,Real One Autograph,False
Jac Caglianone,RODA-BC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Dual Autograph,True
George Brett,RODA-BC,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Dual Autograph,True
George Foster,RODA-CF,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Auto,Real One Dual Autograph,False
Rod Carew,RODA-CF,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Auto,Real One Dual Autograph,False
Roman Anthony,RODA-LA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Dual Autograph,True
Fred Lynn,RODA-LA,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Dual Autograph,True
Paul Skenes,RODA-RS,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Auto,Real One Dual Autograph,False
Nolan Ryan,RODA-RS,2026 Topps Heritage Baseball,2026,Baseball,California Angels,Auto,Real One Dual Autograph,False
Jac Caglianone,ROQA-BWCW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Quad Autograph,True
Frank White,ROQA-BWCW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Quad Autograph,True
George Brett,ROQA-BWCW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Quad Autograph,True
Bobby Witt Jr.,ROQA-BWCW,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Auto,Real One Quad Autograph,True
Fred Lynn,ROQA-FYRL,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Quad Autograph,False
Jim Rice,ROQA-FYRL,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Quad Autograph,False
Carl Yastrzemski,ROQA-FYRL,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Quad Autograph,False
Carlton Fisk,ROQA-FYRL,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Auto,Real One Quad Autograph,False
Jacob Misiorowski,ROQA-YYCM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Quad Autograph,True
Jackson Chourio,ROQA-YYCM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Quad Autograph,True
Christian Yelich,ROQA-YYCM,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Auto,Real One Quad Autograph,True
